id_vaga,job_role,inf_titulo_vaga,inf_cliente,inf_vaga_sap,perfil_nivel_academico,perfil_nivel profissional,perfil_nivel_ingles,perfil_nivel_espanhol,perfil_competencia_tecnicas_e_comportamentais,perfil_principais_atividades,Resumo_ia,resumo
6675,Desenvolvedor,Desenvolvedor BackEnd Sr.- 20213011838,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"• Linguagem C#
 • HTML, CSS e JavaScript
 • Windows Communication Foundation (WCF)
 • .Net WebForms
 • Oracle (11g)
 • Team Foundation Server (TFS);
 • Análise e Especificação Funcional;
 • Criação de testes unitários, testes de integração e testes de aceitação.","Perfil (técnico) do profissional desenvolvedor Back End – Analista Programador Sênior
 
 • VB6 (Principal requisito para este projeto)
 
 • ASP.NET Core Web API (padrão REST)
 
 • ASP.NET Core MVC",,
6674,Desenvolvedor,Desenvolvedor Web - Python / Angular - Assistencial,"Miller, Tran and Chang",Não,Ensino Superior Completo,Júnior,Básico,Básico,Outros detalhes da vaga: Presencial,Desenvolvedor Web com Python / Angular,,
6662,Desenvolvedor,4552539 - Programador Genexus Senior,Miller-Curry,Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,Programador Genexus Senior,Programador Genexus Senior,,
6637,Desenvolvedor,Analista Programador Sr - BI PowerCenter - 20216958265,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"Perfil (técnico) do profissional de BI - Analista Programador Sênior:
 
 • Informatica PowerCenter 10.x;
 • Banco de dados Oracle;
 • Modelagem de Dados Relacional & Dimensional;
 • Team Foundation Server (TFS);
 • Análise e Especificação Funcional;
 • Criação de testes unitários, testes de integração e testes de aceitação.",Analista Programador Sênior - BI PowerCenter,,
6627,Desenvolvedor,Analista Programador .Net Sr - 20211616849,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"Diferencial
 
 Conhecimento em aplicações executadas em Docker.
 Conhecimento em Amazon AWS ou em outras cloud publicas equivalentes (Azure, GCP etc.)","Atuar em um projeto de migração de uma aplicação .NET para a Cloud, incluindo a modernização tecnológica da aplicação.
 
 Conhecimentos em .NET CORE.
 Conhecimento em SQL SERVER;
 Conhecimentos em Microsoft .NET Framework 4.5 em diante.
 Conhecimentos técnicos em Aplicações Web (ASP.NET
 MVC, WebForms, HTML 5, CSS, JavaScript, jQuery,Ajax, JSON).
 Conhecimentos técnicos em Metodologias Ágeis (Scrum/Kanban/XP).
 Facilidade na comunicação com outras equipes(Técnicas e Negócio).",,
6622,Desenvolvedor,Full-Stack Developer/Front-End Developer - 12216817,"Wade, Bernard and Bailey",Não,Ensino Superior Completo,Especialista,Básico,Básico,"Outros detalhes do trabalho: Estar localizado em SP e topar trabalhar in loco 3 ou 4x na semana é mandatório.
 
 Primary Skill: AngularJS
 
 Horas: 8:00am às 5:00pm","Descrição/Comentário: Tecnologias:
 • AngularJS
 • NodeJS
 • MongoDB
 • Conhecimentos em padrões de arquitetura SPA",,
6607,Desenvolvedor,Analista Programador Sr - RE-396636,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Básico,Nenhum,Experiencia em programação,Experiencia em programação,,
6577,Desenvolvedor,Desenvolvedor Back End – Sr - RE-407924,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Intermediário,Nenhum,"• Mandatórios
 
 Itens eliminatórios para esta posição
 Experiente em DDD e CQRS;
 .Net Core;
 Entity Framework (Code First);
 SqlServer.
 
 Desejável:
 Testes unitários automatizados (XUnit ou NUnit)
 Conhecimentos de UML;
 Docker;",Desenvolvedor Back End –,,
6567,Desenvolvedor,DESENVOLVEDOR VB.NET,"Kaufman, Taylor and Jones",Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,"Conhecimento em linguagem VB.NET, C#, .NET e .NET CORE;
 
 HTML 5, CSS 3, Javascript (desejável Angular, Vue.Js ou similares);
 
 DDD, Design Patterns, etc;
 
 Experiência em banco de dados relacional e não relacional;
 
 Vivência com Metodologias Ágeis;
 
 Conhecimento em UI/UX será um diferencial;
 
 Superior completo em Ciência da Computação, Análise de Sistemas ou equivalentes.","Hands on, pró ativo, flexível, resiliente, com senso de urgência apurado e disciplina para prazos.
 
 Comprometido e interessado, adaptável à mudanças e vontade de aprender.
 
 ▪️ Responsável por desenvolver novas funcionalidades e dar manutenção em CRM proprietário para o mercado financeiro e de recuperação de crédito.
 
 ▪️ Dar suporte a usuários, ser proativo e comprometido com prazos e gostar de trabalhar em equipe.
 
 ▪️ Suas sugestões de melhorias e novas tecnologias também serão bem vindas e discutidas em conjunto com o grupo para construirmos soluções cada vez mais robustas e aderentes ao negócio.
 
 Projeto remoto.",,
6557,Desenvolvedor,Application Developer - 12209659,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Descrição/ Comentário: Projetar, criar e configurar aplicativos para atender aos requisitos de processo de negócios e aplicativos.
 
 Programador para linguagem C e SQL. Conhecimento em Oracle e sistemas de faturamento
 
 Outros detalhes do trabalho: 1 - C++ Linguagem de Programação (P2 - Intermediário) | 2 - Amdocs Billing (P1 - Iniciante)","Description/ Comment: Design, build and configure applications to meet business process and application requirements.
 
 Programador para linguagem C e SQL. Conhecimento em Oracle e sistemas de billing
 
 Other details of the work: 1 - C++ Programming Language (P2 - Intermediate) | 2 - Amdocs Billing (P1 - Beginner)",,
6546,Desenvolvedor,Desenvolvedor Java - 12203640,Nelson-Page,Não,Ensino Superior Completo,Sênior,Básico,Básico,Outros detalhes do trabalho: 1 - Build Management (P1 - Beginner) | 2 - Design & Build Enablement (P1 - Beginner). - Possibilidade de absorção - Remoto. - Horário das 9h ás 18h.,Desenvolvedor java senior,,
6543,Desenvolvedor,Desenvolvedor Java - 12204063,Nelson-Page,Não,Ensino Superior Completo,Pleno,Básico,Básico,"Outros detalhes do trabalho: 1 - Build Management (P1 - Beginner) | 2 - Design & Build Enablement (P1 - Beginner). - Possibilidade de absorção. - Remoto. - Horário das 9h ás 18h.
 
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",Desenvolvedor java junior-pleno,,
6536,Desenvolvedor,Desenvolvedor Java Pleno,Johnson-Aguirre,Não,Ensino Superior Completo,Pleno,Avançado,Avançado,"Descrição do Perfil
 Buscamos profissional formado ou em processo de formação nas áreas de tecnologia da informação (TI), ciências da computação, tecnologia em processamento de dados e, ou sistemas, para atuar em nossa equipe de desenvolvimento, com experiência em levantamento de requisitos / especificação funcional , mapeamento de processos e redes envolvimento / programação com as linguagens / tecnologias descritas neste documento.
 
 Requisitos Obrigatórios (um das linguagens / tecnologias)
 
 · RESTful, Soap, e Rest.api.
 · Java
 · JavaScript
 
 · FICO - DMPS e/ ou BLAZE
 
 Requisitos desejáveis
 
 · Python
 · Git (Gitlab, GitHub)
 · Java Web, Java Script / ES6
 
 
 
 Inglês Avançado
 
 Espanhol Avançado","Responsabilidades e atribuições
 
 · Elaboração de especificação funcional
 · Mapeamento de processos de negócio
 · Criar funções em java orientado a objetos.
 · Criar funções em javascript.
 · Criar funções em java na IDE do Eclipse.
 
 Requisitos e qualificações:
 
 · Experiência de no mínimo 3 anos no escopo de trabalho acima.
 
 · Conhecimento e ou experiência de 1 ano em FICO ( Blaze DMPS)
 
 Informações adicionais
 
 · Inglês e/ou Espanhol Intermediário;
 · Conhecer métodos ágeis;
 · Ter bom raciocínio lógico e ser perfil analítico;
 
 · Atuação em projetos com metodologia Agil
 
 · Conhecimento e ou experiência em FICO ( Blaze DMPS)
 
 · Diferencial ter atuado em projetos do segmento Financeiro - originação de crédito",,
6528,Desenvolvedor,UI /UX Developer – Sênior,Johnson-Aguirre,Não,Ensino Superior Completo,Sênior,Avançado,Avançado,"Desejável experiência em atividades com países da América do Sul.
 
 Inglês Avançado
 
 Espanhol Avançado","Consultor com 3 a 5 anos de experiência em projetos e suporte a aplicações em desenvolvimento de User Interface.
 UX Developer (HTML5, React JS)",,
6519,Desenvolvedor,Node.Js Developer - 12199634,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,Primary Skill Node.js,"Descrição/Comentário: Mínimo de 3 anos de experiência comprovados em Node.js
 
 Necessário
 
 Sólidos conhecimentos em Node e framework Express;
 
 Domínio em JavaScript ECS6 e TypeScript;
 
 Conhecimento em linguagem SQL
 
 Experiência em Banco de Dados relacional e/ou noSQL;
 
 Experiência na prática em teste unitário (Mocha, Chai, Jest, etc.);
 
 Habilidade em desenvolver e implementar RestFull APIs;
 
 Comunicação estruturada baseada em fatos e dados;
 
 Utilização de Boas práticas de desenvolvimento de software (utilização de design patterns, clean code, segurança, tratamento de erros, reutilização de código);
 
 
 Desejável
 
 Embasamento teórico e prático, habilidade e preocupação com a excelência técnica e boas práticas de desenvolvimento (DDD, TDD, arquitetura, design de código, paradigmas, etc.);
 
 Conhecimentos em script para deploy via Jenkins;
 
 Familiaridade com metodologias ágeis;
 
 Pragmatismo para resolução de problemas;
 
 Conhecimento dos frameworks: Socket.IO, MEAN.IO, Nest.JS, Loopback.io, Restify.JS.
 
 Conhecimento em AWS e Cloudformation (API Gateway, CloudFront, Fargate, RDS, S3, ECS);
 
 
 Diferencial
 
 Conhecimento de DevOps (automações, CI/CD, gitflow);
 
 Expertise em desenvolvimento de software e arquitetura de soluções de microserviços escaláveis e resilientes;
 
 Conhecimento em Cloud Foundry;
 
 Conhecimento em GraphQL
 
 Conhecimento em design de interface para descrever/documentar APIs RESTful (Swagger);
 
 Experiencia com pelo menos um serviços de Mensageria (ex. JMS, RabittMQ, SQS, Kafka, etc);
 
 Utilização dos princípios S.O.L.I.D;
 
 Participação ativa em comunidades de Tecnologia (palestras, meetups, eventos, tech talks, blogs) é um diferencial, como forma de disseminar o conhecimento;",,
6517,Desenvolvedor,Javascript Vue Developer - 12200037,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,Primary Skill JavaScript,Descrição/Comentário: Mínimo de 5 anos de experiência em desenvolvimento web comprovados e pelo menos 3 anos em Vue.js,,
6515,Desenvolvedor,Angular Developer (12199819,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,Primary Skill Angular Js,"Descrição/Comentário:
 Sólidos conhecimentos em HTML/CSS e desenvolvimento cross-browser;
 Entendimento sobre design responsivo;
 Domínio em JavaScript ECS6 e TypeScript;
 Experiência com Angular;
 Conhecimento sobre Webpack;
 Capacidade de desenvolver testes unitário e de integração utilizando Jasmine, Karma ouJest;
 Experiência de integração com REST API;
 Familiaridade com GIT.
 Utilização de Boas práticas de desenvolvimento de software (utilização de design patterns, clean code, segurança, tratamento de erros, reutilização de código);
 
 Desejável
 Embasamento teórico e prático, habilidade e preocupação com a excelência técnica e boas práticas de desenvolvimento (DDD, TDD, arquitetura, design de código, paradigmas, etc.);
 Familiaridade com metodologias ágeis;
 Pragmatismo para resolução de problemas;
 Conhecimento dos frameworks: Socket.IO, Mobx, Redux, NgRx
 Conhecimento em AWS e Cloudformation (API Gateway, CloudFront, Fargate, RDS, S3, ECS);
 
 Diferencial
 Conhecimento de DevOps (automações, CI/CD, gitflow);
 Expertise em desenvolvimento de software e arquitetura de soluções de microsfrontend escaláveis e resilientes;
 Conhecimento em GraphQL
 Utilização dos princípios S.O.L.I.D;
 Participação ativa em comunidades de Tecnologia (palestras, meetups, eventos, tech talks, blogs) é um diferencial, como forma de disseminar o conhecimento;",,
6492,Desenvolvedor,Desenvolvedor Java Web - INOVAÇÃO,"Miller, Tran and Chang",Não,Ensino Superior Completo,Pleno,Básico,Básico,"Pré-Requisitos:
 - Programação Orientada à Objetos
 - Conhecimento de estrutura de dados e algoritmos
 - Experiência mínima de 2 anos em Java e Spring Boot.
 - Experiência mínima de 1 ano com AngularJS
 - Customização de Ambiente Tomcat ou WildFly, básicos
 - Gerar própria documentação
 
 Será diferencial:
 - Domínio de publicação do app
 - Experiência com Meios de Pagamento
 - Docker básico
 - Experiência em Testes Automatizados
 - Experiência com TDD e BDD
 - Experiência com NoSQL
 - Flutter ou React
 
 Perfil comportamental:
 - Criativo
 - Proativo
 - Empático
 - Auto-organizado
 - Resiliente
 - Colaborativo
 
 Outros detalhes da vaga: Remoto","Atribuições:
 - Apoio à manutenção de aplicações AngularJS + Java e Spring Boot + SQL
 - Consumo e criação de APIs/WebServices REST
 - Criação e Manutenção de Frontend baseados em AngularJS
 - Experiência com Material Design",,
6491,Desenvolvedor,Desenvolvedor Java,"Miller, Tran and Chang",Não,Ensino Superior Completo,Pleno,Básico,Básico,"- Conhecimento de estrutura de dados e algoritmos
 - Experiência mínima de 2 anos em Java.
 
 Perfil comportamental:
 - Criativo
 - Proativo
 - Empático
 - Auto-organizado
 - Resiliente
 - Colaborativo
 
 Outros detalhes da vaga: Híbrido (Remoto / Presencial)",Desenvolvedor Java,,
6490,Desenvolvedor,Desenvolvedor Python / JS-Angular / Mongo - INOVAÇÂO,"Miller, Tran and Chang",Não,Ensino Superior Completo,Pleno,Básico,Básico,"Pré-Requisitos:
 - Programação Orientada à Objetos
 - Conhecimento de estrutura de dados e algoritmos
 - Experiência mínima de 1 ano ou 1 projeto públicos ou repositório compartilhado em Python.
 - Django ou Flask
 - Gerar própria documentação
 - Experiência em Testes Automatizados
 - Experiência com MongoDB básico
 - Virtualenv Python e pip, básicos
 - Experiência com NoSQL
 Será diferencial:
 - Pandas básico
 - Docker básico
 
 Perfil comportamental:
 - Criativo
 - Proativo
 - Empático
 - Auto-organizado
 - Resiliente
 - Colaborativo
 
 Outros detalhes da vaga: Remoto","Desenvolvedor Python
 
 Atribuições:
 - Apoio à manutenção de aplicações Python
 - Apoio à manutenção de aplicações AngularJS
 - Consumo e criação de APIs/WebServices REST
 - Criação e Manutenção de Frontend baseados em AngularJS
 - Análise e correção de bugs",,
6488,Desenvolvedor,Desenvolvedor Devops (Pleno / Sênior) - INOVAÇÃO,"Miller, Tran and Chang",Não,Ensino Superior Completo,Analista,Básico,Básico,"Requisitos Fundamentais:
 Experiência na cultura DevOps;
 Experiência com Suporte de Infraestrutura de projeto;
 Experiência no acompanhamento da Análise de Requisitos e Arquitetura de projeto;
 Experiência no acompanhamento do time de desenvolvimento;
 Experiência no gerenciamento dos recursos de infraestrutura e administração dos ambientes de
 desenvolvimento, testes e produção;
 Experiência na realização da publicação diária de pacotes, suportando uma estratégia de entrega contínua.
 
 Requisito Desejável:
 Experiência com Azure DevOps Services
 Experiência com AWS (Amazon Web Services);
 
 Outros detalhes da vaga: Presencial","Desenvolvedor Devops - Pleno / Sênior
 
 Atribuições:
 Acompanhar a análise de requisitos técnicos para escalabilidade e performance
 Discussão da arquitetura da solução
 Acompanhar o time de desenvolvimento desde o desenvolvimento da solução até o lançamento em
 produção do dos sistemas
 Gerenciar os recursos de infraestrutura e administrar os ambientes de desenvolvimento, testes e produção
 Realizar a publicação diária de pacotes, suportando uma estratégia de entrega contínua.
 Experiência para Suportar tecnicamente as demandas de infraestrutura do projeto.",,
6482,Desenvolvedor,CRM Application Developer - 12196376,"Wade, Bernard and Bailey",Não,Ensino Superior Completo,Analista,Básico,Básico,Primary Skill: CRM Applications,Skills : Dev.365,,
6470,Desenvolvedor,Desenvolvedor Java - Pleno,Callahan-Hall,Não,Ensino Superior Completo,Pleno,Intermediário,Intermediário,"Descrição do Perfil
 Profissional formado ou em processo de formação nas áreas de tecnologia da informação, ciências da computação, tecnologia em processamento de dados e, ou sistemas, para atuar em nossa equipe de desenvolvimento, com experiência em levantamento de requisitos / especificação funcional, mapeamento de processos e redes envolvimento / programação com as linguagens / tecnologias descritas neste documento.
 
 
 Informações adicionais
 
 • Experiência de no mínimo 3 anos no escopo de trabalho acima.
 • Inglês e/ou Espanhol Intermediário;
 • Conhecer métodos ágeis;
 • Ter bom raciocínio lógico e ser perfil analítico;
 • Atuação em projetos com metodologia Agil
 • Conhecimento e ou experiência em FICO (Blaze DMPS)
 • Diferencial ter atuado em projetos do segmento Financeiro - originação de crédito","Responsabilidades e atribuições:
 
 • Elaboração de especificação funcional
 • Mapeamento de processos de negócio
 • Criar funções em java orientado a objetos.
 • Criar funções em javascript.
 • Criar funções em java na IDE do Eclipse.
 
 
 Requisitos Obrigatórios (uma das linguagens):
 
 • RESTful, Soap, e Rest.api.
 • Java
 • JavaScript
 • FICO - DMPS e/ ou BLAZE
 
 
 Requisitos desejáveis:
 
 • Python
 • Git (Gitlab, GitHub)
 • Java Web, Java Script / ES6
 
 
 Alocação: 4 a 6 meses (possibilidade de prorrogação).
 
 Projeto remoto.",,
6458,Desenvolvedor,UI/UX Developer – Expert,Johnson-Aguirre,Não,Ensino Superior Completo,Pleno,Avançado,Nenhum,Advanced English,"UX/UI developer
 
 Should have 8+ yrs experience in UX/UI development.
 
 Candidate must be an individual contributor to the team.
 
 Gathering and evaluating user requirements, in collaboration with product managers and engineers.
 
 Illustrating design ideas using storyboards, process flows and sitemaps.
 
 Designing graphic user interface elements, like menus, tabs and widgets.
 
 UI Research (planning, execution and reporting)
 
 Personas/Scenarios/Journey Maps,
 Interaction Flows & Sitemaps
 
 Providing advice and guidance on the implementation of UX research methodologies and testing activities in order to analyze and predict user behavior.
 
 Adhering to style standards on typography and graphic design",,
6452,Desenvolvedor,Developer UI/ UX - Senior,Johnson-Aguirre,Não,Ensino Superior Completo,Sênior,Avançado,Avançado,"Inglês Avançado
 Espanhol Avançado","Consultor com 3 a 5 anos de experiência em projetos e suporte a aplicações em desenvolvimento de User Interface.
 UX Developer (HTML5, React JS)
 
 Desejável experiência em atividades com países da América do Sul.",,
6446,Desenvolvedor,Desenvolvedor Java Sênior,Dougherty-Gilbert,Não,Ensino Superior Completo,Pleno,Nenhum,Nenhum,"Competências Técnicas (Technical Skills)
 
 IMPRESCINDÍVEL
 (Need to Have)
 Experiencia atuando como desenvolvedor java web atuando com os seguintes frameworks e tecnologias: Java 7+, Spring MVC, JSP, JPA, Oracle 10g +, SQL Server, Maven, SOAP/REST Webservices, Servidor de aplicação ( WebLogic, JBoss ou Websphere)
 
 DESEJÁVEL
 (Nice to have)
 Spring Boot, MyBatis, Hibernate, Spring Boot, Linux, Nginx","RESPONSABILIDADES / PRINCIPAIS MISSÕES
 
 Entender a arquitetura e código do atual Portal e desenvolver novas funcionalidades utilizando a linguagem JAVA.
 
 
 ESCOLARIDADE / FORMAÇÃO ACADÊMICA
 
 Processamento de dados / Ciencia da computação / Sistema da informação / Engenharia da Computação
 
 
 CARACTERÍSTICAS / COMPETÊNCIAS COMPORTAMENTAIS
 
 Focado na entrega das atividades a ele direcionada,
 Desenvolver com responsabilidade visando e prevenindo de futuros possíveis problemas,
 Dinâmico, comprometido com o horário de trabalho",,
6442,Desenvolvedor,Application Developer/ React Native - 12175578,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,Outros detalhes do trabalho: 1 - Mobile Application Development (P4 - Expert) | 2 - Design & Build Enablement (P3 - Advanced) | 3 - Scrum (P3 - Advanced),"React Native - Design, build and configure applications to meet business process and application requirements.
 
 React Native - Projetar, criar e configurar aplicativos para atender aos requisitos de processo de negócios e aplicativos.",,
6411,Desenvolvedor,Developer - Oracle Fusion Finance Techno Functional Pleno,Barnes-Woods,Não,Ensino Superior Completo,Sênior,Técnico,Básico,"Desejável:
 Intercommunication standards: Webservices and REST (SOAP and JSON);
 Cloud tools: Kubernetes, Openshift;
 Knowledge in Unix like environment.","Atividades: Implantação ORACLE Cloud
 
 Experiência com: Market IDE's: Intellij, Eclipse, JDeveloper and Netbeans; Market Frameworks or have worked on: Spring Framework, Maven, Gradle; Standards of DB manipulation: Hibernate, JPA.
 Atuação: Remota
 Pós pandemia : Híbrido",,
6389,Desenvolvedor,Application Developer - 12175566,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,Primary Skill: SAP ABAP Development,"Descrição/Comentário: Com experiência em novos desenvolvimento como ( REPORT, Funções, Enhancements; BADIS; BAPIs ), que atue já com base em especificações funcionais de complexidade baixa e média; conhecimentos básicos do módulos funcionais e tabelas standard. Crie documentações técnicas com qualidade e objetivas, e códigos devidamente estruturados e boas práticas da SAP e com comentários claros que dê visibilidade do código x funcionalidade do programa.",,
6380,Desenvolvedor,Desenvolvedor .Net Core,Jones-Hodges,Não,Ensino Superior Completo,Sênior,Intermediário,Intermediário,"*Conhecimento e experiência em .NET Framework, .Net Core.
 
 *Conhecimento e experiência em SQL Server (T-SQL).","Desenvolvedor .Net Cor
 
 *Experiência com Web Services para Backend (Asmx, Wcf, Web API, REST).
 
 *Experiência com Web (Aspx, Html, Javascript, Bootstrap).
 
 *Vivência com Git/GitHub e metodologias ágeis.
 
 Alocação 100% remota
 
 Projeto por tempo indeterminado",,
6367,Desenvolvedor,Power BI Developer-ID 2021-2705499,Barnes-Woods,Não,Ensino Superior Completo,Pleno,Avançado,Básico,"*Experience in develop and execute database queries and conduct analyses
 
 *Proven abilities to take initiative and be innovative
 
 *Analytical mind with a problem-solving aptitude
 
 *Knowledge of Tableau and ability to reverse engineer report design from Tableau reports
 
 *Portuguese & English skills
 
 *Need to work in Brazilian Business Hours ( 9 am – 5 pm)","*4-6 years’ Experience in designing, building and deploying Power BI solutions
 
 *Extensive experience in building complex reports and dashboards utilizing the advanced features
 
 *Proficiency in handling reporting data stores (Azure SQL, Azure Analysis services)
 
 *Experienced in creating appealing dashboards and visualizations
 
 *Background in data warehouse and data mining",,
6366,Desenvolvedor,Power BI Developer-ID 2021-2705501,Barnes-Woods,Não,Ensino Médio Completo,Sênior,Avançado,Nenhum,"*Experience in develop and execute database queries and conduct analyses
 
 *Proven abilities to take initiative and be innovative
 
 *Analytical mind with a problem-solving aptitude
 
 *Knowledge of Tableau and ability to reverse engineer report design from Tableau reports
 
 *Portuguese & English skills
 
 *Need to work in Brazilian Business Hours ( 9 am – 5 pm)","*4-6 years’ Experience in designing, building and deploying Power BI solutions
 
 *Extensive experience in building complex reports and dashboards utilizing the advanced features
 
 *Proficiency in handling reporting data stores (Azure SQL, Azure Analysis services)",,
6364,Desenvolvedor,4498507 - Desenvolvedor Salesforce,Miller-Curry,Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,Desenvolvedor Salesforce,Desenvolvedor Salesforce,,
6361,Desenvolvedor,Desenvolvedor Front-End React - 12168328,Nelson-Page,Não,Ensino Superior Completo,Especialista,Básico,Básico,"Conhecimento avancado em Html, Javascript e CSS
 Experiência com com consumo de APIs
 Vivência em ambiente de metodologia ágil
 Atuar com ferramentas de gestão de projetos (Jira, Trello, etc)","Descrição/Comentário:Desenvolvedor frontend com experiencia em alguns dos frontends: React, VueJS e Angular
 
 Responsável por criar funcionalidades alinhadas com o backlog da sprint:
 Participar do Grooming e da reunião de planejamento do Sprint, estimando as tarefas a serem entregues.
 Realizar a micro gestão das tarefas de sua responsabilidade, informando o time sobre os respectivos status.
 Baseado no desenho técnico, implementar e realizar os testes unitários das funcionalidades.
 Realizar o peer review sobre o código fonte produzido.
 Verificar a aderência do código fonte às métricas de qualidade pré-estabelecidas.
 Realizar o versionamento do código fonte junto ao sistema de controle de versão.
 
 Outros detalhes do trabalho: 1 - Cascading Style Sheets (CSS) (P3 - Advanced) | 2 - CSS Pre-Processors (P3 - Advanced) | 3 - HTML5 (P3 - Advanced)",,
5181,Consultor SAP,Consultor SAP AUTHORIZATION (BCA) -Pleno / Sênior,Mann and Sons,Não,Ensino Superior Completo,Sênior,Intermediário,Nenhum,"Experiência como Consultor SAP AUTHORIZATION (BCA).
 Pleno / Sênior","Experiência como Consultor SAP AUTHORIZATION (BCA).
 Pleno / Sênior",,
5179,Consultor SAP,Consultor SAP HR Pleno,Mann and Sons,Não,Ensino Superior Completo,Pleno,Técnico,Nenhum,Experiência como Coordenado HR Pleno,Experiência como Coordenado HR Pleno,,
5177,Consultor SAP,Consultor SAP CS / PM Pleno / Senior,Mann and Sons,Não,Ensino Superior Completo,Sênior,Avançado,Nenhum,Experiência como Consultor SAP CS / PM,Experiência como Consultor SAP CS / PM,,
5176,Consultor SAP,Consultor SAP SD Sênior,Mann and Sons,Não,Ensino Superior Completo,Sênior,Técnico,Nenhum,Experiência como Consultor SAP SD Sênior,Experiência como Consultor SAP SD Sênior,,
5175,Consultor SAP,Coordenador SAP PP/QM Senior,Mann and Sons,Não,Ensino Superior Completo,Coordenador,Avançado,Nenhum,Experiência como Coordenador SAP PP/QM Sênior,Experiência como Coordenador SAP PP/QM Sênior,,
5174,Consultor SAP,Consultor SAP MM Senior,Mann and Sons,Não,Ensino Superior Completo,Sênior,Avançado,Nenhum,Experiência como Consultor SAP MM Sênior.,Experiência como Consultor SAP MM Sênior.,,
5173,Consultor SAP,Consultor SAP MM Senior,Mann and Sons,Não,Ensino Superior Completo,Sênior,Avançado,Nenhum,Experiência com consultor SAP MM.,Experiência com consultor SAP MM.,,
5166,Consultor SAP,SAP Technical / ABAP - 11907490,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Descrição/Comentário: Configuration & Release Management - ABAP
 Outros detalhes do trabalho: 1 - Build Management (P4 - Expert) | 2 - Design & Build Enablement (P4 - Expert)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","Descrição/Comentário: Configuration & Release Management - ABAP
 Outros detalhes do trabalho: 1 - Build Management (P4 - Expert) | 2 - Design & Build Enablement (P4 - Expert)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
5165,Consultor SAP,Analista SAP DM - 11872372,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Analista SAP DM (SAP Disclosure Management XBRL Mapper )
 Outros detalhes do trabalho: 1 - Configuration & Release Management (P1 - Beginner) | 2 - Design & Build Enablement (P1 - Beginner)
 Primary Skill Build Management","Analista SAP DM (SAP Disclosure Management XBRL Mapper )
 Outros detalhes do trabalho: 1 - Configuration & Release Management (P1 - Beginner) | 2 - Design & Build Enablement (P1 - Beginner)
 Primary Skill Build Management",,
5150,Consultor SAP,SAP FI/CO - 11896884,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Descrição/Comentário: SAP Predictive Maintenance & Service - Profissional com perfil de SAP FI/CO
 Outros detalhes do trabalho: 1 - SAP FI CO Finance (P1 - Beginner). -Possibilidade de absorção -Trabalho remoto por conta da pandemia -Horário das 9h ás 18h
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","Descrição/Comentário: SAP Predictive Maintenance & Service - Profissional com perfil de SAP FI/CO
 Outros detalhes do trabalho: 1 - SAP FI CO Finance (P1 - Beginner). -Possibilidade de absorção -Trabalho remoto por conta da pandemia -Horário das 9h ás 18h
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
